key_mlbam,key_bbref,name_last,name_first
605152,bradlje01,Bradley,Jed
110625,barrima01,Barrios,Manuel
118336,martifr01,Martin,Frank
111603,brownby01,Browne,Byron
113051,darinro01,Daringer,Rolla
111880,caligfr01,Caligiuri,Fred
115817,hernali01,Hernández,Liván
818638,kellywh01,Kelly,W. H.
117263,korchst01,Korcheck,Steve
122501,snydepo01,Snyder,Pop
122925,suckto01,Suck,Tony
117218,knudsma01,Knudson,Mark
594987,sadleca02,Sadler,Casey
115724,helfha01,Helf,Hank
219594,ohkato01,Ohka,Tomo
121937,scottja01,Scott,Jack
117827,littlla01,Littleton,Larry
680911,milleow01,Miller,Owen
117740,lewisma01,Lewis,Mark
407900,asencmi01,Asencio,Miguel
669242,edmanto01,Edman,Tommy
123254,thomaki01,Thomas,Kite
430655,vasqujo01,Vásquez,Jorge
111361,bradyne01,Brady,Neal
121259,roachjo01,Roach,John
817576,reynobi02,Reynolds,Bill
703231,meekeja01,Meeker,James
660636,castidi02,Castillo,Diego
819385,gilesge01,Giles,George
116963,kellybi02,Kelly,Billy
111391,brannmi01,Brannock,Mike
110907,bergmal01,Bergman,Al
115869,hessege01,Hesselbacher,George
119255,montaed01,Montague,Ed
123267,thomabi01,Thomas,Bill
110478,bakerje02,Baker,Jesse
112952,currepe01,Curran,John
123168,tebeapu01,Tebeau,Pussy
114307,fordto01,Ford,Tom
122469,smithbi04,Smith,Bill
123087,tannele01,Tannehill,Lee
112443,coffmsl01,Coffman,George
112040,carrido01,Carrithers,Don
121605,saboal01,Sabo,Alex
124589,woulfji01,Woulfe,Jimmy
115153,griffto01,Griffith,Tommy
118729,mcgresl01,McGrew,Slim
113525,doyleje02,Doyle,Jeff
118394,maskrle01,Maskrey,Leech
817402,russefr01,Russell,Frank
818695,jonesa03,Jones,A.
122302,skopejo01,Skopec,John
816448,xiquele01,Xiqués,Leovigildo
818458,loganco01,Logan,Coley
137203,smithda05,Smith,Dan
570666,cessalu01,Cessa,Luis
111852,cacekcr01,Cacek,Craig
113320,dewalch01,Dewald,Charlie
123963,washihe01,Washington,Herb
123602,valdeju01,Valdez,Julio
118928,meledu01,Mele,Dutch
430963,penato03,Peña,Tony
123847,walkuji02,Walkup,Jim
124296,willida03,Williams,Davey
116533,jenseja01,Jensen,Jackie
642239,zastrro01,Zastryzny,Rob
117084,kingly01,King,Lynn
124568,woodske01,Woodson,Kerry
113526,doyleje01,Doyle,Jess
122044,shanagr01,Shanahan,Greg
122671,stanljo02,Stanley,Joe
457826,mastnto01,Mastny,Tom
676914,schneda03,Schneider,Davis
819103,haynele01,Haynes,Leroy
120783,pruesea01,Pruess,Earl
282562,pettyad01,Pettyjohn,Adam
434670,ramirha01,Ramírez,Hanley
121701,santred01,Santry,Edward
121198,riggejo01,Riggert,Joe
819113,hayesjo01,Hayes,Johnny
110472,bakerfl01,Baker,Floyd
819859,davisg04,Davis,G.
117951,lowfl01,Low,Fletcher
121564,russere01,Russell,Reb
642094,smithty01,Smith,Tyler
116497,jarviro01,Jarvis,Roy
819697,duffybi01,Duffy,Bill
816518,wilsoel01,Wilson,Elmer
111982,cardele01,Cárdenas,Leo
119805,nippeal01,Nipper,Al
118137,mageebi01,Magee,Bill
115849,herrihe01,Herring,Herb
114941,goochle01,Gooch,Lee
448609,sippto01,Sipp,Tony
346858,valener01,Valent,Eric
111399,brashki01,Brashear,Kitty
112566,conlojo01,Conlon,Jocko
117893,longje01,Long,Jeoff
119053,mileymi01,Miley,Mike
118173,mailsdu01,Mails,Duster
421684,snellch02,Snelling,Chris
150034,creekdo01,Creek,Doug
116617,johnsra03,Johnson,Randy
119193,mitchjo02,Mitchell,John
434705,repkoja01,Repko,Jason
227495,durritr01,Durrington,Trent
124538,woodjo03,Wood,Joe
446290,moskoda01,Moskos,Daniel
120848,quinnto01,Quinn,Tom
119205,mittera01,Mitterling,Ralph
122134,sherled01,Sherling,Ed
501869,taylogr01,Taylor,Graham
285064,vogelry01,Vogelsong,Ryan
117006,kepshku01,Kepshire,Kurt
460621,spearna01,Spears,Nate
702332,durbica01,Durbin,Caleb
666674,colined01,Colina,Edwar
132620,sadledo01,Sadler,Donnie
119257,montara01,Montalvo,Rafael
124645,yankoge01,Yankowski,George
506627,brownra99,Brown,Ray
121848,schnepe01,Schneider,Pete
596816,gomezro01,Gómez,Roberto
122363,smithpo01,Smith,Pop
124100,wertsjo01,Werts,Johnny
117162,klingjo02,Klinger,Joe
112438,cockmji01,Cockman,Jim
817255,simps02,Simpson,
116091,hollyed01,Holly,Ed
118140,maglisa01,Maglie,Sal
110525,bandoch01,Bando,Chris
120515,phillre01,Phillips,Red
701552,granian01,Granillo,Andre
122443,smithpe02,Smith,Pete
820711,anderbu02,Anderson,Bubbles
123056,swiglad01,Swigler,Ad
492661,mccalja99,McCallister,Jack
502593,petrija01,Petricka,Jake
118683,mcganam01,McGann,Ambrose
664180,hallma02,Hall,Matt
114369,foytapa01,Foytack,Paul
112157,cepedor01,Cepeda,Orlando
112365,clarkbo02,Clarke,William
621242,diazed04,Díaz,Edwin
400268,boscajc01,Boscán,J. C.
120053,o'roufr01,O'Rourke,Frank
670032,lopezni01,Lopez,Nicky
122587,spencve01,Spencer,Vern
820032,colemgi01,Coleman,Gilbert
816468,wrigh05,Wright,
110274,andrewa01,Andrews,Wally
114017,farrst01,Farr,Steve
119411,morrimi01,Morrison,Mike
115124,gremmed01,Gremminger,Ed
120958,rayfofl01,Rayford,Floyd
622270,mejiaal01,Mejia,Alex
113674,dwyerjo01,Dwyer,John
118750,mcilrva01,McIlree,Vance
115912,higgibo01,Higgins,Bob
117534,lattibi01,Lattimore,Bill
113220,delahji01,Delahanty,Jim
644428,scribtr01,Scribner,Troy
115312,haighed01,Haigh,Ed
120361,pellaed01,Pellagrini,Eddie
819240,hackesp01,Hackett,Speedball
664040,lowebr01,Lowe,Brandon
121935,scottji02,Scott,John
121080,rescixa01,Rescigno,Xavier
124590,wrighal01,Wright,Al
121840,schmicr01,Schmit,Crazy
518883,kiekhde01,Kiekhefer,Dean
124005,weaveji02,Weaver,Jim
122003,sentest01,Senteney,Steve
114004,fanweha01,Fanwell,Harry
596001,junisja01,Junis,Jakob
593576,nerishe01,Neris,Héctor
110726,beamal01,Beam,Alex
467092,ramoswi01,Ramos,Wilson
457456,reyesjo03,Reyes,Jo-Jo
657248,ottogl01,Otto,Glenn
115333,haliced01,Halicki,Ed
457574,pachejo01,Pacheco,Jordan
819687,duncajo01,Duncan,Joe
543744,satinjo01,Satin,Josh
124755,zeileto01,Zeile,Todd
121820,schlibi01,Schlitzer,Victor
502522,milleju02,Miller,Justin
445926,chaveje01,Chavez,Jesse
116199,howarch01,Howard,Chris
112126,castlro01,Castleton,Roy
112339,clarkbo04,Clark,Bobby
113285,derripa01,Derringer,Paul
451109,hayesbr01,Hayes,Brett
407870,pearcjo01,Pearce,Josh
696100,goodmhu01,Goodman,Hunter
117668,lemkema01,Lemke,Mark
819429,gardn03,Gardner,
115545,harriri01,Harrison,Rit
118985,merulma01,Merullo,Matt
117029,ketchfr01,Ketchum,Fred
117368,kurosry01,Kurosaki,Ryan
817020,taylobo02,Taylor,Bob
121522,rozekdi01,Rozek,Dick
112703,corrifr01,Corridon,Frank
119800,nilanto01,Niland,Tom
115663,healyjo01,Healy,Egyptian
112027,carrch01,Carr,Charlie
818445,longlre01,Longley,Red
120992,reedhu01,Reid,Hugh
608337,giolilu01,Giolito,Lucas
122069,shaugsh01,Shaughnessy,Shag
658668,olivaed02,Olivares,Edward
111408,brazifr01,Brazill,Frank
111470,brillfr01,Brill,Frank
113420,dohened01,Doheny,Ed
110875,bennesh01,Bennett,Shayne
114717,gerkege01,Gerken,George
683227,freemco01,Freeman,Cody
112994,dailejo01,Dailey,John
641796,locasti01,Locastro,Tim
406723,barkean01,Barkett,Andy
519455,zimmejo02,Zimmermann,Jordan
121675,sandero02,Sanders,Roy
676886,beaslje01,Beasley,Jeremy
111967,cantwto01,Cantwell,Tom
119141,millsja01,Mills,Jack
695670,fordha01,Ford,Harry
117415,lakeed01,Lake,Eddie
613317,birdky01,Bird,Kyle
819135,hartmga01,Hartman,Garrell
124205,whitegu01,Whiteley,Guerdon
118182,makosfr01,Makosky,Frank
136270,baptitr01,Baptist,Travis
820341,brownel02,Brown,Elmer
118106,macwhke01,MacWhorter,Keith
506648,herreyo01,Herrera,Yoslán
117017,kerrjo01,Kerr,John
112321,clarked01,Clark,Ed
115683,heatone01,Heaton,Neal
455090,egberja01,Egbert,Jack
121028,reidbi01,Reid,Billy
119732,nevinph01,Nevin,Phil
124177,whiteja02,White,Jack
820802,jennith01,Jennings,Thurman
112475,colemje01,Coleman,Jerry
117537,laudnti01,Laudner,Tim
817990,nearshe01,Nears,Henry
122710,steelji01,Steels,James
519096,oteroda01,Otero,Dan
118282,margojo01,Margoneri,Joe
665871,assadja01,Assad,Javier
112224,cheadda01,Cheadle,Dave
407053,johnsad01,Johnson,Adam
608700,plaweke01,Plawecki,Kevin
122370,smithda01,Smith,Dave
110634,barrysh01,Barry,John
116898,keenaji02,Keenan,Jimmie
116058,holbeaa01,Holbert,Aaron
819595,face02,Face,
117356,kuheljo01,Kuhel,Joe
819686,duncafr01,Duncan,Frank
117215,knoxcl01,Knox,Cliff
113038,danieja02,Daniels,Jack
451546,depauju01,De Paula,Julio
694192,chourja01,Chourio,Jackson
116196,hovlijo01,Hovlik,Joe
122330,slusajo01,Slusarski,Joe
111262,bottari01,Bottalico,Ricky
672569,campegu01,Campero,Gustavo
119051,milesji01,Miles,Jim
501255,ynoara01,Ynoa,Rafael
819779,dewitsa01,Dewitt,Samuel
110468,bakerde01,Baker,Del
112260,chrismi01,Chris,Mike
628333,despaod01,Despaigne,Odrisamer
817434,rossdi01,Ross,Dick
112096,cassaha01,Cassady,Harry
120887,raglafr01,Ragland,Frank
119197,mitchda01,Mitchell,Dale
119534,murakma01,Murakami,Masanori
124587,wortmch01,Wortman,Chuck
118676,mcfarho01,McFarland,Howie
121224,ripleal01,Ripley,Allen
116258,hudlere01,Hudler,Rex
448276,carrobr01,Carroll,Brett
117727,lewalde01,Lewallyn,Dennis
114115,figuebi01,Figueroa,Bien
120230,parkecl01,Parker,Clay
430944,jacobbu02,Jacobsen,Bucky
115485,harmobo01,Harmon,Bob
817226,smith18,Smith,
112900,cruzhe02,Cruz,Henry
537953,navada01,Nava,Daniel
123086,tanneje01,Tannehill,Jesse
115114,greerru01,Greer,Rusty
114844,glanvdo01,Glanville,Doug
119136,millijo01,Milligan,John
572119,schuspa01,Schuster,Patrick
117057,killied01,Killian,Ed
276913,turnbde01,Turnbow,Derrick
572910,hassaal01,Hassan,Alex
112227,cheekha01,Cheek,Harry
118791,mclauba01,McLaughlin,Barney
624427,gonsast01,Gonsalves,Stephen
112497,collior02,Collier,Orlin
112014,carmich01,Carmichael,Chet
115132,grievbe01,Grieve,Ben
680694,bradiky01,Bradish,Kyle
818244,mcdanfr01,McDaniel,Fred
114954,goodwar01,Goodwin,Art
123862,wallaje01,Wallace,Jeff
113315,devliji03,Devlin,Jim
120409,perezge01,Perez,George
111538,browncl01,Brown,Clint
124457,winnge01,Winn,George
119655,narroje01,Narron,Jerry
115127,greyre01,Grey,Reddy
123883,walshjo03,Walsh,Joe
820606,bankhfr01,Bankhead,Fred
112244,chilepe01,Chiles,Pearce
665828,cabreos01,Cabrera,Oswaldo
116310,humphmi01,Humphreys,Mike
110088,agostju01,Agosto,Juan
119975,o'leatr01,O'Leary,Troy
124713,youngru01,Young,Russ
816459,wrighzo01,Wright,Zollie
122532,sommepe01,Sommers,Andy
122790,stidhph01,Stidham,Phil
425146,roberna01,Robertson,Nate
518577,cowgico01,Cowgill,Collin
817918,ormecl01,Orme,Clarence
118033,lynchda01,Lynch,Danny
124593,wrighge02,Wright,Gene
111201,bonneba01,Bonnell,Barry
111181,boltoce01,Bolton,Cecil
117295,krausja01,Kraus,Jack
660294,tsutsyo01,Tsutsugo,Yoshi
121847,schneje01,Schneider,Jeff
117914,lopezal01,Lopez,Al
113009,daleype01,Daley,Pete
150277,davisdo02,Davis,Doug
115458,hardilo02,Harting,Jumbo
115855,herrnjo01,Herrnstein,John
110066,adamssp02,Adams,Spencer
121865,schrepa01,Schreiber,Paul
123891,waltebe01,Walter,Bernie
110850,bendech01,Bender,Charles
114489,fultobi01,Fulton,Bill
670183,actonga01,Acton,Garrett
275933,downssc01,Downs,Scott
816950,thompha03,Thompson,Harold
502055,buentja01,Buente,Jay
452075,roberco01,Robertson,Connor
122561,spansbi01,Spanswick,Bill
118732,mcgrima01,McGrillis,Mark
112303,clackbo01,Clack,Bobby
115052,grassmi01,Grasso,Mickey
112818,cregape01,Cregan,Pete
111295,bowieji01,Bowie,Jim
488681,barnebr02,Barnes,Brandon
118759,mcivoot01,McIvor,Otto
111271,bouchme01,Boucher,Medric
115646,hayesvo01,Hayes,Von
123869,wallere01,Waller,Red
114878,goarjo01,Goar,Jot
117450,landera01,Landestoy,Rafael
430898,alfarja01,Alfaro,Jason
120406,perezda01,Perez,Danny
124010,weavero01,Weaver,Roger
113784,eischjo01,Eischen,Joey
116410,irwinwa01,Irwin,Walt
123361,tisinja01,Tising,Jack
119499,mullijo02,Mulligan,Joe
677951,wittbo02,Witt,Bobby
819692,dunbave01,Dunbar,Vet
476704,lowrije01,Lowrie,Jed
115069,graymi01,Gray,Milt
113092,davieje01,Davie,Jerry
117470,langdo01,Lang,Don
112736,counscr01,Counsell,Craig
623520,boteda01,Bote,David
113536,dozied.01,Dozier,D. J.
502011,claibpr01,Claiborne,Preston
119577,murrato02,Murray,Tony
679563,rodrijo09,Rodriguez,José
124292,willich01,Williams,Charlie
115861,hershor01,Hershiser,Orel
116244,hriniwa01,Hriniak,Walt
118849,mcnaugo01,McNaughton,Gordon
118965,mercema01,Mercer,Mark
605513,turnbsp01,Turnbull,Spencer
122628,squirmi01,Squires,Mike
122716,stegmda01,Stegman,Dave
112029,carrle01,Carr,Lew
120349,pedrial01,Pedrique,Al
122124,shepara01,Shepardson,Ray
572810,denniry01,Dennick,Ryan
118108,maddefr01,Madden,Frank
110648,bartobo01,Barton,Bob
121191,riddldo01,Riddlemoser,Dorsey
276376,johnsni01,Johnson,Nick
113372,dillopa01,Dillon,Packy
458668,danksjo02,Danks,Jordan
116965,kelsobi01,Kelso,Bill
122615,sprigge01,Spriggs,George
118385,martyjo01,Marty,Joe
608385,winkeje01,Winker,Jesse
124742,zannido01,Zanni,Dom
448590,melilke01,Melillo,Kevin
116871,keaglgr01,Keagle,Greg
571431,adamsma01,Adams,Matt
408212,grossga01,Gross,Gabe
817743,picca01,Piccard,
456034,priceda01,Price,David
124747,zauchno01,Zauchin,Norm
816716,washija01,Washington,Jasper
117918,lopezhe01,López,Héctor
113145,daviswi01,Davis,Wiley
115263,gutieri01,Gutiérrez,Ricky
113097,davisbi01,Davis,Bill
218595,woodwch01,Woodward,Chris
115726,helfrty01,Helfrich,Ty
119551,murphdw01,Murphy,Dwayne
667725,tylerky01,Tyler,Kyle
115542,harribo02,Harrison,Bob
817083,stins02,Stinson,
621550,wisdopa01,Wisdom,Patrick
543340,hudsoky01,Hudson,Kyle
113225,delanar01,Delaney,Art
502205,greengr01,Green,Grant
112682,cordoma01,Cordova,Marty
820101,charlre01,Charleston,Red
118281,marenle01,Marentette,Leo
121364,rodriro02,Rodríguez,Rosario
116050,hoggbi01,Hogg,Bill
668952,kreidry01,Kreidler,Ryan
670087,sittibr01,Sittinger,Brandyn
122444,smithpe01,Smith,Pete
112690,cormirh01,Cormier,Rheal
120387,pennywi01,Pennyfeather,Will
111595,brownto01,Brown,Tom
111167,bolaned01,Boland,Ed
666622,marqubr01,Márquez,Brailyn
121754,schacal01,Schacht,Al
502139,stinsjo01,Stinson,Josh
113642,dunnemi01,Dunne,Mike
112296,ciprifr01,Cipriani,Frank
111774,burrojo01,Burrows,John
112830,criscda01,Criscione,Dave
434623,morilju01,Morillo,Juan
117511,larosjo01,LaRose,John
676979,crochga01,Crochet,Garrett
113641,dunnto01,Dunn,Todd
501687,martelu01,Marte,Luis
607333,taylobe11,Taylor,Beau
425513,brazecr01,Brazell,Craig
595441,tracyma01,Tracy,Matt
115379,hamilda01,Hamilton,Dave
452215,montzlu01,Montz,Luke
457566,burkegr01,Burke,Greg
114466,frymawo01,Fryman,Woodie
592329,garcija03,García,Jason
120632,plympje01,Plympton,Jeff
592169,briceau01,Brice,Austin
627500,tsengje01,Tseng,Jen-Ho
111605,brownge01,Browne,George
425428,depaujo01,De Paula,Jorge
118371,martide01,Martínez,Dennis
571602,davidma02,Davidson,Matt
817435,rossho01,Ross,Howard
111922,campbbr01,Campbell,Bruce
119131,millebi03,Miller,Bill
119929,o'deake01,O'Dea,Ken
818005,napolla01,Napoleon,Larry
687931,whiseca01,Whisenhunt,Carson
119639,nagleju01,Nagle,Judge
543507,maytr01,May,Trevor
669093,estraje01,Estrada,Jeremiah
120060,o'roumi01,O'Rourke,Mike
114396,fredrsc01,Fredrickson,Scott
451713,pegueca01,Peguero,Carlos
120809,purneos01,Purner,Oscar
514639,ortegjo01,Ortega,José
501981,daviskh01,Davis,Khris
123980,watkipa01,Watkins,Pat
115009,gracemi01,Grace,Mike
123391,tompkch01,Tompkins,Chuck
118271,mapescl01,Mapes,Cliff
122119,sheltsk01,Shelton,Skeeter
123504,turbege01,Turbeville,George
818243,mccurji01,McCurine,Jim
817665,pritcwi01,Pritchett,Wilbert
818572,lamarji01,LaMarque,Jim
118254,manseto01,Mansell,Tom
115119,gregofr01,Gregory,Frank
121256,rizzojo01,Rizzo,Johnny
461791,marmoca01,Marmól,Carlos
118162,mahleri01,Mahler,Rick
424725,sadleca01,Sadler,Carl
595918,coleaj01,Cole,A. J.
571918,marrede01,Marrero,Deven
663362,waldrma01,Waldron,Matt
111614,brucelo01,Bruce,Lou
133222,priesed01,Priest,Eddie
118668,mcfadgu01,McFadden,Guy
594824,garcigr01,Garcia,Greg
117936,lough01,O'Loughlin,Patrick
123884,walshjo04,Walsh,Joe
110685,batiske01,Batiste,Kevin
820382,brittjo01,Britton,John
817266,siasge01,Sias,George
119431,moschro01,Moschitto,Ross
113550,draubja01,Drauby,Jake
118365,martied01,Martínez,Edgar
820233,cabrelu01,Cabrera,Luis
121117,reynoar02,Reynoso,Armando
121457,rosebze01,Rosebraugh,Rosie
692225,campbkr01,Campbell,Kristian
593958,rodried05,Rodríguez,Eduardo
123221,theobro01,Theobald,Ron
276537,richach01,Richard,Chris
123105,tatest01,Tate,Stu
457821,bankswe01,Bankston,Wes
124559,woodscl01,Woods,Clarence
122993,suskope01,Susko,Pete
114952,goodmbi01,Goodman,Billy
621051,wilsost02,Wilson,Steven
115988,hoakdo01,Hoak,Don
818128,missoji01,Missouri,Jim
111738,burnehe01,Burnett,Hercules
112615,conweed01,Conwell,Ed
114144,firovda01,Firova,Dan
111607,brownpi01,Browne,Pidge
817799,pereijo01,Pereira,José
121489,rothbr01,Roth,Braggo
110442,bailefr01,Bailey,Fred
425817,foppeje01,Foppert,Jesse
657117,williau01,Williams,Austen
114944,goodwi01,Good,Wilbur
430631,abercre01,Abercrombie,Reggie
118110,maddemi01,Madden,Mike
430838,taverwi01,Taveras,Willy
592351,grayjo02,Gray,Jon
121806,schesdu01,Schesler,Dutch
819891,dallapo01,Dallas,Porter
622210,parmlia01,Parmley,Ian
116747,jordabr01,Jordan,Brian
623507,lestejo02,Lester,Josh
120573,piezsa01,Piez,Sandy
123352,tinglro01,Tingley,Ron
115796,henslch01,Hensley,Chuck
119061,millech03,Miller,Charlie
592135,bedroca01,Bedrosian,Cam
451532,billich01,Billingsley,Chad
492653,huffge99,Huff,George
122585,spencbe01,Spencer,Ben
119062,millech02,Miller,Chuck
118599,mccormi01,McCormick,Mike
122783,stewasa01,Stewart,Sammy
816429,youngma04,Young,Maurice
114301,fordge02,Ford,Gene
124687,youngch01,Young,Charlie
122714,steevmo01,Steevens,Morrie
502161,cousisc01,Cousins,Scott
817601,reddul01,Redd,Ulysses
817377,sanchra02,Sánchez,Raúl
150067,trubych01,Truby,Chris
111142,boehlge01,Boehler,George
118054,lyonste02,Lyons,Terry
117420,lakerti01,Laker,Tim
817326,scottjo05,Scott,Joe
668939,rutscad01,Rutschman,Adley
111942,campeca01,Camper,Cardell
519023,mesorde01,Mesoraco,Devin
572204,thomptr01,Thompson,Trayce
111199,bonilbo01,Bonilla,Bobby
118227,mandaca01,Manda,Carl
113267,denmabr01,Denman,Brian
119973,o'leach01,O'Leary,Charley
120311,paulsgi01,Paulsen,Gil
594940,munoda01,Muno,Daniel
818818,jenkiho02,Jenkins,Honey
820366,brooksi01,Brooks,Sidney
121955,seaneru01,Seánez,Rudy
115533,harrine01,Harris,Ned
816770,walkeed02,Walker,Edsall
820154,cartebi01,Carter,Bill
112207,chappha01,Chappas,Harry
115478,harknsp01,Harkness,Spec
400067,silvaca01,Silva,Carlos
123275,thompbo01,Thompson,Bobby
818532,lee04,Lee,
605280,holmecl01,Holmes,Clay
113746,edmonpa01,Edmondson,Paul
123386,tomerge01,Tomer,George
820591,barnefr03,Barnes,Fred
118468,mayca01,May,Carlos
124258,wilhesp01,Wilhelm,Spider
121482,rossejo01,Rosselli,Joe
118201,malloju01,Mallonee,Jule
407885,ellisma01,Ellis,Mark
124754,zeidero01,Zeider,Rollie
527049,puellce01,Puello,César
819144,harriwi11,Harris,Wilmer
123373,toddja01,Todd,Jackson
820563,battlru01,Battle,Rufus
123547,uhaltfr01,Uhalt,Frenchy
113710,eastepa01,Easterling,Paul
118889,meadojo01,Meador,Johnny
700932,manzaky01,Manzardo,Kyle
819305,gravebo01,Graves,Bob
115145,griffpa01,Griffin,Pat
118193,malinto01,Malinosky,Tony
111565,brownke02,Brown,Keith
116791,jumonge01,Jumonville,George
120392,peplohe01,Peploski,Henry
682010,ramsela02,Ramsey,Lane
110375,auderi01,Aude,Rich
819009,hillpe99,Hill,Pete
123136,taylofr01,Taylor,Fred
592450,judgeaa01,Judge,Aaron
117011,kerlior01,Kerlin,Orie
114911,gomezle02,Gómez,Leo
114788,gilesbr01,Giles,Brian
123532,twombge01,Twombly,George
819016,hillle01,Hill,Lee
122994,sutclbu01,Sutcliffe,Butch
117412,lahtije01,Lahti,Jeff
123145,tayloja01,Taylor,Jack
493547,storemi01,Storey,Mickey
816669,wesleed01,Wesley,Edgar
137204,snydeja01,Snyder,Jack
400090,cintral01,Cintrón,Alex
117852,lockero01,Locke,Ron
115461,hardyal01,Hardy,Alex
607755,vasquan02,Vasquez,Andrew
122784,stewash01,Stewart,Shannon
116333,huntehe01,Hunter,Herb
124166,whiteed01,White,Ed
119825,nolesdi01,Noles,Dickie
134002,martira03,Martínez,Ramón
121700,santone01,Santovenia,Nelson
110343,arundha01,Arundel,Harry
122127,sheppjo01,Sheppard,John
119968,oldfida01,Oldfield,Dave
117875,lolicmi01,Lolich,Mickey
119276,moodyer01,Moody,Eric
117776,lindavi01,Lindaman,Vive
456501,cuetojo01,Cueto,Johnny
111078,blankho01,Blankenship,Homer
150150,boydja02,Boyd,Jason
424825,crispco01,Crisp,Coco
121853,schofdi01,Schofield,Dick
124685,youngan01,Young,Anthony
111232,bordepa01,Borders,Pat
476011,malonma02,Maloney,Matt
114074,fernasi01,Fernandez,Sid
820584,barneve01,Barnes,Vet
111122,bluejji01,Bluejacket,Jim
276529,josepke01,Joseph,Kevin
489265,romose01,Romo,Sergio
111483,britoti01,Brito,Tilson
501317,peguefr01,Peguero,Francisco
111986,carewro01,Carew,Rod
114084,ferrabi01,Ferrazzi,Bill
816851,valdefa01,Valdés,Faustino
425663,thompde01,Thompson,Derek
116891,keelewi01,Keeler,Willie
122329,slocuhe01,Slocumb,Heathcliff
111899,calvoja01,Calvo,Jack
112111,castica02,Castillo,Carlos
110552,barbetu01,Barber,Turner
113423,dolanco02,Dolan,Cozy
123615,valenbo01,Valentine,Bob
123568,unroeti01,Unroe,Tim
607732,stallja01,Stallings,Jacob
680814,burdipe01,Burdick,Peyton
115728,helli01,Hellings,
475115,rossty01,Ross,Tyson
123043,sweenbi01,Sweeney,Bill
112523,colluja01,Collum,Jackie
117038,kiefejo01,Kiefer,Joe
123028,swartbu01,Swartz,Bud
656271,burkebr01,Burke,Brock
641386,bowdebe01,Bowden,Ben
663457,nootbla01,Nootbaar,Lars
572831,edginjo01,Edgin,Josh
121829,schmida02,Schmidt,Dave
680723,romdr01,Rom,Drew
817217,smith16,Smith,
518934,lemahdj01,LeMahieu,DJ
117200,knollpu01,Knoll,Punch
120681,porteja01,Porter,Jay
122610,spragho01,Spragins,Homer
818756,johnsja04,Johnson,Jack
622682,reyesvi01,Reyes,Víctor
124500,wojcist01,Wojciechowski,Steve
452737,schwich01,Schwinden,Chris
276514,greggke01,Gregg,Kevin
123962,washicl01,Washington,Claudell
458657,mendead01,Méndez,Adalberto
489149,morrilo01,Morrison,Logan
113062,dascedo01,Dascenzo,Doug
120013,o'neask01,O'Neal,Oran
656388,dunanjo01,Dunand,Joe
123345,tillmru01,Tillman,Rusty
695445,leech02,Lee,Chase
119565,murphmi01,Murphy,Mike
116554,johnsto01,Johns,Tommy
118115,maddecl01,Maddern,Clarence
818700,jones16,Jones,
118104,macphha01,MacPherson,Harry
111050,blackti01,Blackwell,Tim
117405,lafited01,Lafitte,Ed
118917,meinewa01,Meinert,Walt
112926,culloni02,Cullop,Nick
817134,spearch01,Spearman,Charlie
110174,allismi01,Allison,Milo
114436,friedbo01,Friedrichs,Bob
124060,welchtu01,Welch,Tub
121004,reedeic01,Reeder,Icicle
275928,matoslu01,Matos,Luis
113244,delosra01,de los Santos,Ramón
120147,oyleran01,Oyler,Andy
467798,tabatjo01,Tábata,José
642545,barrija01,Barría,Jaime
113982,faircra01,Faircloth,Rags
124533,woodja01,Wood,Jake
118255,mansklo01,Manske,Lou
118095,mackego01,MacKenzie,Gordon
118347,martimo01,Martin,Morrie
122142,sherrfr01,Sherry,Fred
818740,johnsme01,Johnson,Mex
819553,fiallto01,Fiall,Tom
121104,reynoch02,Reynolds,Charlie
819826,dayco01,Day,Connie
430640,penato02,Peña,Tony
113389,dishmgl01,Dishman,Glenn
114956,goodwcl01,Goodwin,Clyde
123797,waittch01,Waitt,Charlie
118674,mcfared01,McFarland,Ed
656577,jacksal02,Jackson,Alex
818460,lockmja01,Lockman,James
110485,bakerph01,Baker,Phil
117646,leighjo01,Leighton,John
118724,mcgratu01,McGraw,Tug
119478,muellra01,Mueller,Ray
488846,duensbr01,Duensing,Brian
123655,vanzadi01,Van Zant,Dick
122287,sizemte01,Sizemore,Ted
121669,sandejo01,Sanders,John
123691,velasgu01,Velasquez,Guillermo
122960,sullimi01,Sullivan,Mike
124571,woodwwo01,Woodward,Woody
452121,lillibr01,Lillibridge,Brent
117123,kirrejo01,Kirrene,Joe
120093,osinsda01,Osinski,Dan
124395,wilsosq01,Wilson,George
115034,grahabi01,Grahame,Bill
446334,longoev01,Longoria,Evan
666619,santogr01,Santos,Gregory
111022,bishobi02,Bishop,Bill
150441,nichode01,Nicholson,Kevin
523648,hambuma01,Hamburger,Mark
150206,mullesc01,Mullen,Scott
117716,leutz01,Lenz,David
120701,pottedy01,Potter,Dykes
116696,jonesja03,Jones,Jake
819539,finch02,Finch,
115444,hanskdo01,Hanski,Don
119527,munozpe01,Muñoz,Pedro
132640,steenke01,Steenstra,Kennie
112938,cummist01,Cummings,Steve
112261,chrisne01,Chrisley,Neil
112843,croftha01,Croft,Harry
650496,mejiaje02,Mejía,J. C.
117567,laxtobi01,Laxton,Bill
114989,gossari01,Gossage,Rich
118242,mannier01,Manning,Ernie
425346,riverca01,Rivera,Carlos
671655,valerge01,Valera,George
694671,langfwy01,Langford,Wyatt
